yearMonth,elementType,averageValue
195501,TMIN,-5.14
195502,TMAX,6.69
195502,TMIN,-5.13
195503,TMAX,10.99
195503,TMIN,-1.66
195504,TMAX,17.87
195504,TMIN,4.79
195505,TMAX,22.33
195505,TMIN,9.06
195506,TMAX,25.27
195506,TMIN,12.23
195507,TMAX,28.45
195507,TMIN,15.72
195508,TMAX,28.33
195508,TMIN,15.15
195509,TMAX,24.3
195509,TMIN,11.28
195510,TMAX,19.01
195510,TMIN,6.19
195511,TMAX,10.65
195511,TMIN,-0.72
195512,TMAX,6.29
195512,TMIN,-4.48
195601,TMAX,5.69
195601,TMIN,-4.97
195602,TMAX,6.31
195602,TMIN,-5.39
195603,TMAX,11.6
195603,TMIN,-1.41
195604,TMAX,16.43
195604,TMIN,3.48
195605,TMAX,22.29
195605,TMIN,9.02
195606,TMAX,26.12
195606,TMIN,13.09
195607,TMAX,27.56
195607,TMIN,14.78
195608,TMAX,27.15
195608,TMIN,13.98
195609,TMAX,24.13
195609,TMIN,10.37
195610,TMAX,19.33
195610,TMIN,6.53
195611,TMAX,11.71
195611,TMIN,0.06
195612,TMAX,8.41
195612,TMIN,-2.5
195701,TMAX,5.19
195701,TMIN,-5.79
195702,TMAX,9.36
195702,TMIN,-1.76
195703,TMAX,12.06
195703,TMIN,0.18
195704,TMAX,17.32
195704,TMIN,4.9
195705,TMAX,21.64
195705,TMIN,8.95
195706,TMAX,25.92
195706,TMIN,13.16
195707,TMAX,28.11
195707,TMIN,15.12
195708,TMAX,27.01
195708,TMIN,14.04
195709,TMAX,23.77
195709,TMIN,11.04
195710,TMAX,17.51
195710,TMIN,6.16
195711,TMAX,12.07
195711,TMIN,1.74
195712,TMAX,9.39
195712,TMIN,-1.59
195801,TMAX,6.78
195801,TMIN,-3.74
195802,TMAX,7.21
195802,TMIN,-3.82
195803,TMAX,10.43
195803,TMIN,-0.24
195804,TMAX,17.3
195804,TMIN,4.73
195805,TMAX,23.01
195805,TMIN,9.5
195806,TMAX,25.22
195806,TMIN,12.57
195807,TMAX,27.33
195807,TMIN,15.01
195808,TMAX,27.67
195808,TMIN,14.68
195809,TMAX,23.9
195809,TMIN,11.54
195810,TMAX,19.01
195810,TMIN,6.66
195811,TMAX,12.97
195811,TMIN,1.87
195812,TMAX,7.42
195812,TMIN,-3.57
195901,TMAX,5.88
195901,TMIN,-5.36
195902,TMAX,7.86
195902,TMIN,-3.89
195903,TMAX,12.82
195903,TMIN,0.08
195904,TMAX,17.88
195904,TMIN,4.73
195905,TMAX,22.12
195905,TMIN,9.19
195906,TMAX,26.02
195906,TMIN,13.02
195907,TMAX,28.15
195907,TMIN,14.87
195908,TMAX,27.47
195908,TMIN,14.79
195909,TMAX,23.64
195909,TMIN,11.13
195910,TMAX,17.7
195910,TMIN,6.27
195911,TMAX,11.13
195911,TMIN,-0.27
195912,TMAX,8.24
195912,TMIN,-1.97
196001,TMAX,5.64
196001,TMIN,-4.66
196002,TMAX,6.92
196002,TMIN,-4.11
196003,TMAX,9.77
196003,TMIN,-2.3
196004,TMAX,17.65
196004,TMIN,4.64
196005,TMAX,21.71
196005,TMIN,8.53
196006,TMAX,25.9
196006,TMIN,12.74
196007,TMAX,27.78
196007,TMIN,14.63
196008,TMAX,26.92
196008,TMIN,14.29
196009,TMAX,23.99
196009,TMIN,11.28
196010,TMAX,18.51
196010,TMIN,6.43
196011,TMAX,12.52
196011,TMIN,1.38
196012,TMAX,6.73
196012,TMIN,-3.8
196101,TMAX,6.6
196101,TMIN,-4.75
196102,TMAX,9.96
196102,TMIN,-1.71
196103,TMAX,13.37
196103,TMIN,1.42
196104,TMAX,16.96
196104,TMIN,4.33
196105,TMAX,21.65
196105,TMIN,8.55
196106,TMAX,26.18
196106,TMIN,12.96
196107,TMAX,27.28
196107,TMIN,14.71
196108,TMAX,27.14
196108,TMIN,14.45
196109,TMAX,23.62
196109,TMIN,11.32
196110,TMAX,19.01
196110,TMIN,6.59
196111,TMAX,12.14
196111,TMIN,1.59
196112,TMAX,7.26
196112,TMIN,-3.18
196201,TMAX,6.49
196201,TMIN,-4.97
196202,TMAX,8.82
196202,TMIN,-2.84
196203,TMAX,11.27
196203,TMIN,-0.9
196204,TMAX,18.02
196204,TMIN,4.86
196205,TMAX,22.42
196205,TMIN,9.51
196206,TMAX,25.36
196206,TMIN,12.42
196207,TMAX,26.85
196207,TMIN,14.12
196208,TMAX,27.09
196208,TMIN,13.9
196209,TMAX,23.23
196209,TMIN,10.83
196210,TMAX,19.37
196210,TMIN,7.36
196211,TMAX,12.85
196211,TMIN,1.91
196212,TMAX,8.08
196212,TMIN,-2.84
196301,TMAX,5.09
196301,TMIN,-6.75
196302,TMAX,8.43
196302,TMIN,-4.24
196303,TMAX,13.51
196303,TMIN,0.5
196304,TMAX,18.12
196304,TMIN,5.14
196305,TMAX,22.45
196305,TMIN,9.08
196306,TMAX,25.62
196306,TMIN,12.81
196307,TMAX,27.51
196307,TMIN,14.72
196308,TMAX,26.77
196308,TMIN,14.11
196309,TMAX,24.15
196309,TMIN,11.48
196310,TMAX,20.86
196310,TMIN,7.7
196311,TMAX,13.62
196311,TMIN,2.44
196312,TMAX,6.34
196312,TMIN,-4.46
196401,TMAX,7.9
196401,TMIN,-3.73
196402,TMAX,8.6
196402,TMIN,-3.65
196403,TMAX,12.02
196403,TMIN,-0.77
196404,TMAX,17.95
196404,TMIN,5.09
196405,TMAX,22.9
196405,TMIN,9.37
196406,TMAX,25.49
196406,TMIN,12.51
196407,TMAX,27.92
196407,TMIN,14.92
196408,TMAX,26.35
196408,TMIN,13.56
196409,TMAX,23.3
196409,TMIN,10.72
196410,TMAX,18.85
196410,TMIN,5.78
196411,TMAX,13.23
196411,TMIN,1.8
196412,TMAX,7.69
196412,TMIN,-2.88
196501,TMAX,7.8
196501,TMIN,-3.61
196502,TMAX,8.68
196502,TMIN,-3.69
196503,TMAX,11.46
196503,TMIN,-1.09
196504,TMAX,17.8
196504,TMIN,5.17
196505,TMAX,22.36
196505,TMIN,9.05
196506,TMAX,25.02
196506,TMIN,12.21
196507,TMAX,26.68
196507,TMIN,13.91
196508,TMAX,26.2
196508,TMIN,13.65
196509,TMAX,22.49
196509,TMIN,10.61
196510,TMAX,19.39
196510,TMIN,6.41
196511,TMAX,13.33
196511,TMIN,2.05
196512,TMAX,9.49
196512,TMIN,-1.01
196601,TMAX,5.54
196601,TMIN,-5.43
196602,TMAX,8.19
196602,TMIN,-3.49
196603,TMAX,13.47
196603,TMIN,0.77
196604,TMAX,17.16
196604,TMIN,4.46
196605,TMAX,22.13
196605,TMIN,8.51
196606,TMAX,25.56
196606,TMIN,12.35
196607,TMAX,27.69
196607,TMIN,14.7
196608,TMAX,26.22
196608,TMIN,13.62
196609,TMAX,23.4
196609,TMIN,10.82
196610,TMAX,18.57
196610,TMIN,6.03
196611,TMAX,13.1
196611,TMIN,1.7
196612,TMAX,8.23
196612,TMIN,-2.37
196701,TMAX,8.14
196701,TMIN,-3.42
196702,TMAX,9.09
196702,TMIN,-3.52
196703,TMAX,13.74
196703,TMIN,1.08
196704,TMAX,17.7
196704,TMIN,4.97
196705,TMAX,21.42
196705,TMIN,8.2
196706,TMAX,25.06
196706,TMIN,12.51
196707,TMAX,27.04
196707,TMIN,14.22
196708,TMAX,26.63
196708,TMIN,13.68
196709,TMAX,23.46
196709,TMIN,10.77
196710,TMAX,18.95
196710,TMIN,6.79
196711,TMAX,13.02
196711,TMIN,1.92
196712,TMAX,8.34
196712,TMIN,-2.3
196801,TMAX,6.58
196801,TMIN,-4.75
196802,TMAX,8.6
196802,TMIN,-3.21
196803,TMAX,14.05
196803,TMIN,1.34
196804,TMAX,18.25
196804,TMIN,4.95
196805,TMAX,21.15
196805,TMIN,8.3
196806,TMAX,25.13
196806,TMIN,12.36
196807,TMAX,26.67
196807,TMIN,13.99
196808,TMAX,25.77
196808,TMIN,13.49
196809,TMAX,23.2
196809,TMIN,10.78
196810,TMAX,18.91
196810,TMIN,6.72
196811,TMAX,12.33
196811,TMIN,1.75
196812,TMAX,7.4
196812,TMIN,-3.22
196901,TMAX,5.76
196901,TMIN,-4.86
196902,TMAX,7.6
196902,TMIN,-3.38
196903,TMAX,10.93
196903,TMIN,-1.46
196904,TMAX,18.21
196904,TMIN,5.07
196905,TMAX,22.22
196905,TMIN,8.84
196906,TMAX,24.94
196906,TMIN,12.09
196907,TMAX,27.18
196907,TMIN,14.62
196908,TMAX,26.98
196908,TMIN,14.0
196909,TMAX,23.06
196909,TMIN,10.94
196910,TMAX,17.53
196910,TMIN,6.12
196911,TMAX,12.83
196911,TMIN,1.52
196912,TMAX,7.96
196912,TMIN,-2.46
197001,TMAX,5.46
197001,TMIN,-5.67
197002,TMAX,9.07
197002,TMIN,-3.35
197003,TMAX,11.52
197003,TMIN,-0.47
197004,TMAX,17.17
197004,TMIN,4.51
197005,TMAX,22.22
197005,TMIN,8.74
197006,TMAX,25.63
197006,TMIN,12.62
197007,TMAX,27.16
197007,TMIN,14.43
197008,TMAX,26.92
197008,TMIN,13.93
197009,TMAX,22.94
197009,TMIN,10.84
197010,TMAX,18.04
197010,TMIN,6.3
197011,TMAX,12.43
197011,TMIN,1.36
197012,TMAX,8.49
197012,TMIN,-2.73
197101,TMAX,7.01
197101,TMIN,-4.62
197102,TMAX,8.97
197102,TMIN,-3.07
197103,TMAX,12.04
197103,TMIN,-0.65
197104,TMAX,17.54
197104,TMIN,3.96
197105,TMAX,21.75
197105,TMIN,8.2
197106,TMAX,25.14
197106,TMIN,12.33
197107,TMAX,26.7
197107,TMIN,13.73
197108,TMAX,26.49
197108,TMIN,13.69
197109,TMAX,23.15
197109,TMIN,11.0
197110,TMAX,19.13
197110,TMIN,7.31
197111,TMAX,12.78
197111,TMIN,1.72
197112,TMAX,9.12
197112,TMIN,-1.5
197201,TMAX,7.38
197201,TMIN,-4.37
197202,TMAX,9.15
197202,TMIN,-3.19
197203,TMAX,14.1
197203,TMIN,0.95
197204,TMAX,17.87
197204,TMIN,4.69
197205,TMAX,22.42
197205,TMIN,9.02
197206,TMAX,24.94
197206,TMIN,12.27
197207,TMAX,26.63
197207,TMIN,14.07
197208,TMAX,26.34
197208,TMIN,13.71
197209,TMAX,22.88
197209,TMIN,10.6
197210,TMAX,17.96
197210,TMIN,6.32
197211,TMAX,11.9
197211,TMIN,2.2
197212,TMAX,8.4
197212,TMIN,-2.3
197301,TMAX,7.81
197301,TMIN,-3.17
197302,TMAX,9.31
197302,TMIN,-2.1
197303,TMAX,14.34
197303,TMIN,2.59
197304,TMAX,17.17
197304,TMIN,4.96
197305,TMAX,21.95
197305,TMIN,8.94
197306,TMAX,25.44
197306,TMIN,12.8
197307,TMAX,27.05
197307,TMIN,14.58
197308,TMAX,26.52
197308,TMIN,14.03
197309,TMAX,23.0
197309,TMIN,10.98
197310,TMAX,18.92
197310,TMIN,6.97
197311,TMAX,12.64
197311,TMIN,1.88
197312,TMAX,8.86
197312,TMIN,-2.13
197401,TMAX,7.71
197401,TMIN,-3.09
197402,TMAX,9.68
197402,TMIN,-2.5
197403,TMAX,13.75
197403,TMIN,1.35
197404,TMAX,18.2
197404,TMIN,5.08
197405,TMAX,21.52
197405,TMIN,8.71
197406,TMAX,25.18
197406,TMIN,12.06
197407,TMAX,26.75
197407,TMIN,14.14
197408,TMAX,26.0
197408,TMIN,13.42
197409,TMAX,22.57
197409,TMIN,10.24
197410,TMAX,18.2
197410,TMIN,6.04
197411,TMAX,12.9
197411,TMIN,2.15
197412,TMAX,9.26
197412,TMIN,-0.97
197501,TMAX,8.55
197501,TMIN,-2.6
197502,TMAX,9.01
197502,TMIN,-2.56
197503,TMAX,12.5
197503,TMIN,0.45
197504,TMAX,16.77
197504,TMIN,4.29
197505,TMAX,22.52
197505,TMIN,9.31
197506,TMAX,24.9
197506,TMIN,12.33
197507,TMAX,27.2
197507,TMIN,14.61
197508,TMAX,26.2
197508,TMIN,13.76
197509,TMAX,22.99
197509,TMIN,10.67
197510,TMAX,18.74
197510,TMIN,6.72
197511,TMAX,13.65
197511,TMIN,2.09
197512,TMAX,9.1
197512,TMIN,-1.96
197601,TMAX,7.65
197601,TMIN,-4.24
197602,TMAX,10.84
197602,TMIN,-1.53
197603,TMAX,13.32
197603,TMIN,0.56
197604,TMAX,18.42
197604,TMIN,5.24
197605,TMAX,22.02
197605,TMIN,8.54
197606,TMAX,25.33
197606,TMIN,12.31
197607,TMAX,26.65
197607,TMIN,14.11
197608,TMAX,26.17
197608,TMIN,13.22
197609,TMAX,23.09
197609,TMIN,10.57
197610,TMAX,17.04
197610,TMIN,5.45
197611,TMAX,11.86
197611,TMIN,0.89
197612,TMAX,8.26
197612,TMIN,-3.13
197701,TMAX,5.6
197701,TMIN,-5.34
197702,TMAX,10.48
197702,TMIN,-1.73
197703,TMAX,14.53
197703,TMIN,2.02
197704,TMAX,18.99
197704,TMIN,5.51
197705,TMAX,22.83
197705,TMIN,9.61
197706,TMAX,25.63
197706,TMIN,12.78
197707,TMAX,27.11
197707,TMIN,14.39
197708,TMAX,26.21
197708,TMIN,13.84
197709,TMAX,23.21
197709,TMIN,11.43
197710,TMAX,18.96
197710,TMIN,7.03
197711,TMAX,13.72
197711,TMIN,2.96
197712,TMAX,9.07
197712,TMIN,-1.6
197801,TMAX,6.55
197801,TMIN,-3.91
197802,TMAX,7.47
197802,TMIN,-3.76
197803,TMAX,13.28
197803,TMIN,1.14
197804,TMAX,18.06
197804,TMIN,5.37
197805,TMAX,22.34
197805,TMIN,9.3
197806,TMAX,25.41
197806,TMIN,12.62
197807,TMAX,26.94
197807,TMIN,14.33
197808,TMAX,26.17
197808,TMIN,13.67
197809,TMAX,23.09
197809,TMIN,11.32
197810,TMAX,18.94
197810,TMIN,6.67
197811,TMAX,13.3
197811,TMIN,2.39
197812,TMAX,8.42
197812,TMIN,-2.62
197901,TMAX,5.63
197901,TMIN,-5.16
197902,TMAX,7.54
197902,TMIN,-4.01
197903,TMAX,13.88
197903,TMIN,1.9
197904,TMAX,17.53
197904,TMIN,5.17
197905,TMAX,22.11
197905,TMIN,9.17
197906,TMAX,25.57
197906,TMIN,12.51
197907,TMAX,27.02
197907,TMIN,14.53
197908,TMAX,25.9
197908,TMIN,13.82
197909,TMAX,23.77
197909,TMIN,11.21
197910,TMAX,19.62
197910,TMIN,7.07
197911,TMAX,13.35
197911,TMIN,2.23
197912,TMAX,10.72
197912,TMIN,-0.35
198001,TMAX,7.76
198001,TMIN,-3.01
198002,TMAX,9.36
198002,TMIN,-2.17
198003,TMAX,13.09
198003,TMIN,0.78
198004,TMAX,18.79
198004,TMIN,5.56
198005,TMAX,22.8
198005,TMIN,9.58
198006,TMAX,25.75
198006,TMIN,12.76
198007,TMAX,27.62
198007,TMIN,14.73
198008,TMAX,26.49
198008,TMIN,14.25
198009,TMAX,23.69
198009,TMIN,11.59
198010,TMAX,18.52
198010,TMIN,6.65
198011,TMAX,13.54
198011,TMIN,2.34
198012,TMAX,9.71
198012,TMIN,-1.66
198101,TMAX,8.66
198101,TMIN,-2.63
198102,TMAX,10.98
198102,TMIN,-0.86
198103,TMAX,14.44
198103,TMIN,1.99
198104,TMAX,19.36
198104,TMIN,6.31
198105,TMAX,22.42
198105,TMIN,9.32
198106,TMAX,25.26
198106,TMIN,13.07
198107,TMAX,26.88
198107,TMIN,14.69
198108,TMAX,26.57
198108,TMIN,14.08
198109,TMAX,23.52
198109,TMIN,11.2
198110,TMAX,18.37
198110,TMIN,6.95
198111,TMAX,14.49
198111,TMIN,2.89
198112,TMAX,9.74
198112,TMIN,-1.21
198201,TMAX,7.27
198201,TMIN,-5.02
198202,TMAX,10.05
198202,TMIN,-2.14
198203,TMAX,14.18
198203,TMIN,1.67
198204,TMAX,18.37
198204,TMIN,5.02
198205,TMAX,23.07
198205,TMIN,9.7
198206,TMAX,25.16
198206,TMIN,12.16
198207,TMAX,27.09
198207,TMIN,14.44
198208,TMAX,26.45
198208,TMIN,13.83
198209,TMAX,23.65
198209,TMIN,11.38
198210,TMAX,19.05
198210,TMIN,7.02
198211,TMAX,13.76
198211,TMIN,2.63
198212,TMAX,10.65
198212,TMIN,0.06
198301,TMAX,9.54
198301,TMIN,-1.16
198302,TMAX,10.81
198302,TMIN,-0.88
198303,TMAX,14.12
198303,TMIN,2.19
198304,TMAX,17.8
198304,TMIN,5.04
198305,TMAX,22.21
198305,TMIN,9.1
198306,TMAX,25.5
198306,TMIN,12.52
198307,TMAX,27.36
198307,TMIN,14.8
198308,TMAX,27.38
198308,TMIN,14.71
198309,TMAX,23.83
198309,TMIN,11.58
198310,TMAX,19.32
198310,TMIN,7.63
198311,TMAX,14.04
198311,TMIN,3.23
198312,TMAX,7.85
198312,TMIN,-3.05
198401,TMAX,8.03
198401,TMIN,-3.07
198402,TMAX,11.17
198402,TMIN,-0.73
198403,TMAX,13.23
198403,TMIN,0.72
198404,TMAX,18.43
198404,TMIN,5.22
198405,TMAX,22.27
198405,TMIN,9.08
198406,TMAX,25.09
198406,TMIN,12.57
198407,TMAX,26.48
198407,TMIN,14.15
198408,TMAX,26.53
198408,TMIN,14.1
198409,TMAX,22.32
198409,TMIN,10.48
198410,TMAX,18.83
198410,TMIN,7.48
198411,TMAX,13.28
198411,TMIN,1.93
198412,TMAX,9.5
198412,TMIN,-1.41
198501,TMAX,6.59
198501,TMIN,-4.73
198502,TMAX,8.51
198502,TMIN,-3.55
198503,TMAX,13.88
198503,TMIN,1.58
198504,TMAX,18.85
198504,TMIN,5.7
198505,TMAX,22.9
198505,TMIN,9.47
198506,TMAX,24.76
198506,TMIN,12.02
198507,TMAX,27.09
198507,TMIN,14.18
198508,TMAX,26.05
198508,TMIN,13.53
198509,TMAX,22.63
198509,TMIN,10.57
198510,TMAX,18.58
198510,TMIN,7.06
198511,TMAX,11.54
198511,TMIN,1.09
198512,TMAX,8.11
198512,TMIN,-3.04
198601,TMAX,9.22
198601,TMIN,-2.62
198602,TMAX,9.32
198602,TMIN,-2.47
198603,TMAX,14.77
198603,TMIN,1.82
198604,TMAX,18.65
198604,TMIN,5.63
198605,TMAX,22.56
198605,TMIN,9.59
198606,TMAX,25.49
198606,TMIN,12.78
198607,TMAX,26.37
198607,TMIN,14.15
198608,TMAX,26.16
198608,TMIN,13.46
198609,TMAX,22.25
198609,TMIN,10.7
198610,TMAX,18.43
198610,TMIN,6.91
198611,TMAX,12.52
198611,TMIN,1.98
198612,TMAX,9.01
198612,TMIN,-1.33
198701,TMAX,7.61
198701,TMIN,-3.74
198702,TMAX,10.25
198702,TMIN,-1.29
198703,TMAX,12.99
198703,TMIN,0.67
198704,TMAX,19.0
198704,TMIN,5.3
198705,TMAX,22.54
198705,TMIN,9.49
198706,TMAX,25.57
198706,TMIN,12.85
198707,TMAX,26.69
198707,TMIN,14.43
198708,TMAX,26.02
198708,TMIN,13.58
198709,TMAX,23.89
198709,TMIN,11.16
198710,TMAX,18.81
198710,TMIN,6.07
198711,TMAX,13.51
198711,TMIN,2.51
198712,TMAX,9.57
198712,TMIN,-0.83
198801,TMAX,7.56
198801,TMIN,-3.59
198802,TMAX,9.75
198802,TMIN,-2.4
198803,TMAX,13.48
198803,TMIN,1.02
198804,TMAX,18.41
198804,TMIN,5.12
198805,TMAX,22.93
198805,TMIN,9.2
198806,TMAX,26.07
198806,TMIN,12.67
198807,TMAX,27.44
198807,TMIN,14.66
198808,TMAX,26.7
198808,TMIN,14.15
198809,TMAX,23.16
198809,TMIN,10.75
198810,TMAX,18.57
198810,TMIN,6.36
198811,TMAX,13.06
198811,TMIN,1.98
198812,TMAX,9.13
198812,TMIN,-1.97
198901,TMAX,8.97
198901,TMIN,-2.45
198902,TMAX,8.21
198902,TMIN,-3.29
198903,TMAX,13.38
198903,TMIN,0.86
198904,TMAX,18.24
198904,TMIN,5.14
198905,TMAX,22.25
198905,TMIN,8.99
198906,TMAX,25.05
198906,TMIN,12.27
198907,TMAX,27.26
198907,TMIN,14.31
198908,TMAX,25.92
198908,TMIN,13.58
198909,TMAX,23.13
198909,TMIN,10.51
198910,TMAX,18.68
198910,TMIN,6.18
198911,TMAX,12.92
198911,TMIN,1.51
198912,TMAX,7.07
198912,TMIN,-4.1
199001,TMAX,9.08
199001,TMIN,-1.88
199002,TMAX,10.19
199002,TMIN,-1.76
199003,TMAX,14.32
199003,TMIN,1.97
199004,TMAX,18.12
199004,TMIN,5.32
199005,TMAX,21.43
199005,TMIN,8.59
199006,TMAX,25.38
199006,TMIN,12.57
199007,TMAX,26.68
199007,TMIN,14.21
199008,TMAX,26.48
199008,TMIN,13.82
199009,TMAX,23.62
199009,TMIN,11.03
199010,TMAX,18.39
199010,TMIN,6.25
199011,TMAX,13.38
199011,TMIN,1.94
199012,TMAX,7.94
199012,TMIN,-3.24
199101,TMAX,7.16
199101,TMIN,-3.78
199102,TMAX,10.82
199102,TMIN,-1.22
199103,TMAX,13.57
199103,TMIN,1.14
199104,TMAX,18.29
199104,TMIN,5.32
199105,TMAX,21.97
199105,TMIN,9.27
199106,TMAX,25.01
199106,TMIN,12.45
199107,TMAX,26.99
199107,TMIN,14.33
199108,TMAX,26.86
199108,TMIN,14.03
199109,TMAX,23.21
199109,TMIN,10.7
199110,TMAX,18.72
199110,TMIN,6.66
199111,TMAX,11.82
199111,TMIN,1.7
199112,TMAX,8.98
199112,TMIN,-0.94
199201,TMAX,8.21
199201,TMIN,-1.79
199202,TMAX,10.49
199202,TMIN,-0.3
199203,TMAX,14.01
199203,TMIN,2.13
199204,TMAX,17.65
199204,TMIN,5.37
199205,TMAX,22.26
199205,TMIN,9.16
199206,TMAX,24.92
199206,TMIN,12.35
199207,TMAX,25.92
199207,TMIN,13.75
199208,TMAX,25.76
199208,TMIN,13.13
199209,TMAX,22.82
199209,TMIN,10.45
199210,TMAX,18.98
199210,TMIN,6.74
199211,TMAX,12.27
199211,TMIN,2.42
199212,TMAX,8.65
199212,TMIN,-1.26
199301,TMAX,8.26
199301,TMIN,-2.23
199302,TMAX,8.85
199302,TMIN,-2.67
199303,TMAX,13.38
199303,TMIN,1.17
199304,TMAX,17.88
199304,TMIN,4.97
199305,TMAX,22.58
199305,TMIN,9.32
199306,TMAX,24.55
199306,TMIN,12.11
199307,TMAX,26.37
199307,TMIN,14.36
199308,TMAX,26.34
199308,TMIN,13.93
199309,TMAX,22.47
199309,TMIN,10.05
199310,TMAX,18.04
199310,TMIN,6.1
199311,TMAX,11.52
199311,TMIN,0.53
199312,TMAX,9.16
199312,TMIN,-1.33
199401,TMAX,7.19
199401,TMIN,-3.96
199402,TMAX,8.01
199402,TMIN,-3.86
199403,TMAX,14.2
199403,TMIN,1.52
199404,TMAX,18.46
199404,TMIN,5.31
199405,TMAX,22.31
199405,TMIN,8.95
199406,TMAX,25.75
199406,TMIN,12.77
199407,TMAX,27.73
199407,TMIN,14.46
199408,TMAX,26.63
199408,TMIN,13.67
199409,TMAX,23.68
199409,TMIN,10.94
199410,TMAX,18.45
199410,TMIN,6.7
199411,TMAX,13.03
199411,TMIN,2.23
199412,TMAX,9.58
199412,TMIN,-0.66
199501,TMAX,8.13
199501,TMIN,-2.11
199502,TMAX,10.79
199502,TMIN,-1.03
199503,TMAX,13.43
199503,TMIN,1.35
199504,TMAX,17.24
199504,TMIN,4.5
199505,TMAX,21.43
199505,TMIN,8.79
199506,TMAX,24.93
199506,TMIN,12.31
199507,TMAX,27.05
199507,TMIN,14.31
199508,TMAX,26.89
199508,TMIN,14.19
199509,TMAX,23.31
199509,TMIN,10.74
199510,TMAX,19.1
199510,TMIN,6.74
199511,TMAX,12.76
199511,TMIN,1.54
199512,TMAX,8.05
199512,TMIN,-2.38
199601,TMAX,7.0
199601,TMIN,-4.51
199602,TMAX,9.56
199602,TMIN,-2.59
199603,TMAX,12.24
199603,TMIN,-0.54
199604,TMAX,17.58
199604,TMIN,4.33
199605,TMAX,21.57
199605,TMIN,8.89
199606,TMAX,25.34
199606,TMIN,12.53
199607,TMAX,26.86
199607,TMIN,14.17
199608,TMAX,26.58
199608,TMIN,13.74
199609,TMAX,22.28
199609,TMIN,10.39
199610,TMAX,18.12
199610,TMIN,6.28
199611,TMAX,11.66
199611,TMIN,1.15
199612,TMAX,8.45
199612,TMIN,-2.03
199701,TMAX,7.21
199701,TMIN,-3.81
199702,TMAX,10.34
199702,TMIN,-1.11
199703,TMAX,14.07
199703,TMIN,1.37
199704,TMAX,16.6
199704,TMIN,3.91
199705,TMAX,21.55
199705,TMIN,8.48
199706,TMAX,25.06
199706,TMIN,12.44
199707,TMAX,26.89
199707,TMIN,14.1
199708,TMAX,26.72
199708,TMIN,13.85
199709,TMAX,23.78
199709,TMIN,11.33
199710,TMAX,18.17
199710,TMIN,6.24
199711,TMAX,12.52
199711,TMIN,2.05
199712,TMAX,8.99
199712,TMIN,-1.23
199801,TMAX,8.71
199801,TMIN,-1.77
199802,TMAX,11.1
199802,TMIN,-0.17
199803,TMAX,13.25
199803,TMIN,1.2
199804,TMAX,18.25
199804,TMIN,5.1
199805,TMAX,23.11
199805,TMIN,9.66
199806,TMAX,25.14
199806,TMIN,12.67
199807,TMAX,27.57
199807,TMIN,15.09
199808,TMAX,27.21
199808,TMIN,14.38
199809,TMAX,24.39
199809,TMIN,12.13
199810,TMAX,18.56
199810,TMIN,7.2
199811,TMAX,12.91
199811,TMIN,2.71
199812,TMAX,9.59
199812,TMIN,-1.4
199901,TMAX,8.65
199901,TMIN,-2.81
199902,TMAX,10.97
199902,TMIN,-0.96
199903,TMAX,13.48
199903,TMIN,1.0
199904,TMAX,18.01
199904,TMIN,5.16
199905,TMAX,21.96
199905,TMIN,8.65
199906,TMAX,24.96
199906,TMIN,12.39
199907,TMAX,27.16
199907,TMIN,14.5
199908,TMAX,26.66
199908,TMIN,13.79
199909,TMAX,23.71
199909,TMIN,10.7
199910,TMAX,19.01
199910,TMIN,6.23
199911,TMAX,14.69
199911,TMIN,2.62
199912,TMAX,9.7
199912,TMIN,-1.41
200001,TMAX,8.32
200001,TMIN,-2.98
200002,TMAX,11.5
200002,TMIN,-0.5
200003,TMAX,14.73
200003,TMIN,2.22
200004,TMAX,18.63
200004,TMIN,5.27
200005,TMAX,22.52
200005,TMIN,9.44
200006,TMAX,25.01
200006,TMIN,12.4
200007,TMAX,26.97
200007,TMIN,14.08
200008,TMAX,26.86
200008,TMIN,13.9
200009,TMAX,23.51
200009,TMIN,10.65
200010,TMAX,18.6
200010,TMIN,6.93
200011,TMAX,11.69
200011,TMIN,1.36
200012,TMAX,7.51
200012,TMIN,-3.16
200101,TMAX,8.33
200101,TMIN,-2.45
200102,TMAX,9.19
200102,TMIN,-2.24
200103,TMAX,12.87
200103,TMIN,0.99
200104,TMAX,18.17
200104,TMIN,5.35
200105,TMAX,22.84
200105,TMIN,9.35
200106,TMAX,25.22
200106,TMIN,12.38
200107,TMAX,27.34
200107,TMIN,14.62
200108,TMAX,27.56
200108,TMIN,14.42
200109,TMAX,23.7
200109,TMIN,11.05
200110,TMAX,18.95
200110,TMIN,6.67
200111,TMAX,14.44
200111,TMIN,3.08
200112,TMAX,9.05
200112,TMIN,-1.44
200201,TMAX,9.17
200201,TMIN,-2.05
200202,TMAX,10.96
200202,TMIN,-1.22
200203,TMAX,13.01
200203,TMIN,0.18
200204,TMAX,18.4
200204,TMIN,5.44
200205,TMAX,21.86
200205,TMIN,8.45
200206,TMAX,25.94
200206,TMIN,12.86
200207,TMAX,27.94
200207,TMIN,14.98
200208,TMAX,27.03
200208,TMIN,13.9
200209,TMAX,23.96
200209,TMIN,11.33
200210,TMAX,17.29
200210,TMIN,6.09
200211,TMAX,12.85
200211,TMIN,2.03
200212,TMAX,8.83
200212,TMIN,-1.43
200301,TMAX,8.38
